,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Date,Open,High,Low,Close,Adj Close,Volume,Country,ClientID,Lounge_ID
474,474,474,474,474,474,474,2007-08-16,25.99,26.99,24.26,26.91,25.369175,3283900,Spain,5,45
475,475,475,475,475,475,475,2007-08-17,27.66,27.719999,25.559999,26.309999,24.80353,2885400,Algeria,6,2
476,476,476,476,476,476,476,2007-08-20,26.549999,27.389999,26.15,26.66,25.133486,2430400,USA,2,14
477,477,477,477,477,477,477,2007-08-21,26.6,28.559999,26.23,28.51,26.877562,2575300,Brazil,3,32
478,478,478,478,478,478,478,2007-08-22,29.32,30.68,29.18,30.57,28.819607,2275500,Algeria,5,43
479,479,479,479,479,479,479,2007-08-23,30.75,30.82,29.4,29.620001,27.924002,1777400,France,1,11
480,480,480,480,480,480,480,2007-08-24,29.620001,30.719999,29.25,30.719999,28.961016,1075200,Brazil,3,45
481,481,481,481,481,481,481,2007-08-27,30.299999,30.690001,29.57,29.780001,28.074841,796400,Algeria,6,38
482,482,482,482,482,482,482,2007-08-28,29.389999,29.639999,28.65,28.700001,27.056681,1274800,Uk,10,16
483,483,483,483,483,483,483,2007-08-29,28.84,29.84,28.6,29.84,28.131405,845400,UAE,7,47
484,484,484,484,484,484,484,2007-08-30,29.57,30.469999,29.43,30.16,28.433079,886200,Uk,9,26
485,485,485,485,485,485,485,2007-08-31,30.6,31.200001,29.9,30.950001,29.177845,1005200,USA,4,39
486,486,486,486,486,486,486,2007-09-04,30.860001,32.700001,30.860001,32.560001,30.695665,1676000,France,4,1
487,487,487,487,487,487,487,2007-09-05,32.560001,33.959999,31.5,31.57,29.762346,2897900,Uk,4,9
488,488,488,488,488,488,488,2007-09-06,31.309999,31.68,30.08,31.139999,29.35697,1475500,France,1,20
489,489,489,489,489,489,489,2007-09-07,30.629999,30.629999,29.02,29.809999,28.103125,1243900,France,7,16
490,490,490,490,490,490,490,2007-09-10,30.33,30.629999,29.16,29.51,27.820305,939100,UAE,7,35
491,491,491,491,491,491,491,2007-09-11,29.74,31.459999,29.299999,31.15,29.366396,1514000,Uk,9,3
492,492,492,492,492,492,492,2007-09-12,30.809999,30.809999,29.68,29.889999,28.178543,1647900,Algeria,2,25
493,493,493,493,493,493,493,2007-09-13,29.889999,30.370001,29.469999,29.9,28.187967,898700,Morroco,5,37
494,494,494,494,494,494,494,2007-09-14,29.440001,30.32,29.32,30.08,28.357658,1243800,USA,3,40
495,495,495,495,495,495,495,2007-09-17,30.200001,30.4,29.08,29.16,27.490341,1204300,Spain,7,12
496,496,496,496,496,496,496,2007-09-18,29.74,29.950001,28.65,29.790001,28.084265,3076300,UAE,7,17
497,497,497,497,497,497,497,2007-09-19,30.0,30.940001,29.99,30.459999,28.715908,3340300,Germany,7,39
498,498,498,498,498,498,498,2007-09-20,30.76,30.780001,29.549999,29.76,28.055986,2260100,France,10,39
499,499,499,499,499,499,499,2007-09-21,30.360001,30.370001,29.110001,29.389999,27.70717,1656900,Uk,8,4
500,500,500,500,500,500,500,2007-09-24,29.33,29.370001,25.700001,25.98,24.492424,4869000,Uk,5,32
501,501,501,501,501,501,501,2007-09-25,26.030001,27.25,25.959999,26.6,25.076923,3778800,USA,9,36
502,502,502,502,502,502,502,2007-09-26,26.65,27.24,26.370001,26.9,25.359745,2427100,France,1,4
503,503,503,503,503,503,503,2007-09-27,26.98,27.360001,26.24,26.5,24.982651,1791200,UAE,2,20
504,504,504,504,504,504,504,2007-09-28,26.48,26.530001,25.75,26.25,24.746967,2021000,Germany,8,30
505,505,505,505,505,505,505,2007-10-01,26.620001,27.67,26.35,27.459999,25.887676,2590500,USA,7,44
506,506,506,506,506,506,506,2007-10-02,27.93,28.91,27.790001,28.65,27.009544,2725400,Spain,5,32
507,507,507,507,507,507,507,2007-10-03,28.6,29.49,28.190001,29.040001,27.377214,1858000,USA,8,8
508,508,508,508,508,508,508,2007-10-04,29.07,30.379999,28.83,29.51,27.820305,2598500,Algeria,2,16
509,509,509,509,509,509,509,2007-10-05,29.549999,30.75,29.360001,30.01,28.29167,3431600,Uk,6,22
510,510,510,510,510,510,510,2007-10-08,30.01,30.959999,29.73,30.57,28.819607,1834500,Algeria,7,27
511,511,511,511,511,511,511,2007-10-09,31.790001,33.450001,31.1,31.530001,29.724636,3869500,Morroco,4,32
512,512,512,512,512,512,512,2007-10-10,31.5,31.6,30.4,30.799999,29.036432,1965500,France,4,12
513,513,513,513,513,513,513,2007-10-11,30.799999,31.18,29.01,29.15,27.480913,3279300,France,7,1
514,514,514,514,514,514,514,2007-10-12,29.15,30.16,28.879999,30.15,28.423658,1840700,Algeria,8,46
515,515,515,515,515,515,515,2007-10-15,29.77,29.809999,27.700001,28.200001,26.585308,3470300,UAE,6,29
516,516,516,516,516,516,516,2007-10-16,28.0,28.91,27.530001,28.790001,27.141531,2922000,France,2,31
517,517,517,517,517,517,517,2007-10-17,28.59,29.389999,27.889999,28.809999,27.160383,3023100,Uk,5,32
518,518,518,518,518,518,518,2007-10-18,28.82,28.82,27.709999,27.719999,26.132788,1400300,USA,2,48
519,519,519,519,519,519,519,2007-10-19,27.700001,28.049999,26.200001,26.379999,24.869522,2943300,Brazil,8,2
520,520,520,520,520,520,520,2007-10-22,26.219999,27.1,26.0,26.5,24.982651,2428100,France,4,4
521,521,521,521,521,521,521,2007-10-23,26.65,28.879999,26.450001,28.67,27.028395,3528000,Brazil,4,17
522,522,522,522,522,522,522,2007-10-24,28.58,29.049999,27.450001,28.74,27.094389,3378800,USA,3,40
523,523,523,523,523,523,523,2007-10-25,29.700001,29.700001,27.040001,27.389999,25.82169,2851400,Spain,9,29
524,524,524,524,524,524,524,2007-10-26,27.709999,27.799999,26.4,27.35,25.783978,2136200,Uk,3,19
525,525,525,525,525,525,525,2007-10-29,27.690001,27.74,26.299999,27.07,25.52001,2095400,Morroco,2,30
526,526,526,526,526,526,526,2007-10-30,27.26,28.57,27.120001,28.469999,26.839848,2616600,USA,1,27
527,527,527,527,527,527,527,2007-10-31,28.709999,28.709999,27.299999,27.66,26.076231,2844800,France,2,27
528,528,528,528,528,528,528,2007-11-01,27.25,27.5,26.690001,26.84,25.303183,2117900,USA,10,9
529,529,529,529,529,529,529,2007-11-02,26.959999,27.129999,25.25,25.879999,24.398146,2580900,UAE,2,12
530,530,530,530,530,530,530,2007-11-05,25.879999,26.27,24.9,25.15,23.709951,2438400,Morroco,4,26
531,531,531,531,531,531,531,2007-11-06,24.41,25.0,22.68,23.08,21.758472,4881900,Uk,6,20
532,532,532,532,532,532,532,2007-11-07,22.610001,23.25,22.0,22.6,21.305958,4501800,Spain,8,2
533,533,533,533,533,533,533,2007-11-08,22.190001,22.450001,19.959999,22.040001,20.778025,4929900,Uk,5,20
534,534,534,534,534,534,534,2007-11-09,21.65,21.65,20.120001,21.030001,19.82585,3462000,Spain,10,18
535,535,535,535,535,535,535,2007-11-12,21.629999,22.43,21.25,22.030001,20.768595,3109900,Brazil,6,23
536,536,536,536,536,536,536,2007-11-13,22.690001,23.559999,22.08,23.41,22.06958,3448900,France,4,36
537,537,537,537,537,537,537,2007-11-14,23.1,25.51,22.1,23.48,22.135569,7151100,Germany,6,45
538,538,538,538,538,538,538,2007-11-15,22.82,24.27,22.75,23.23,21.899879,2894800,France,4,22
539,539,539,539,539,539,539,2007-11-16,23.66,23.66,22.0,22.41,21.126833,2504800,Brazil,9,20
540,540,540,540,540,540,540,2007-11-19,22.0,22.18,20.299999,20.610001,19.429905,3012900,France,9,46
541,541,541,541,541,541,541,2007-11-20,20.940001,20.940001,18.5,19.219999,18.119492,5779900,France,10,29
542,542,542,542,542,542,542,2007-11-21,18.73,20.190001,18.0,19.940001,18.798264,3173100,Germany,8,19
543,543,543,543,543,543,543,2007-11-23,20.120001,20.67,20.1,20.35,19.18479,1324300,Uk,5,4
544,544,544,544,544,544,544,2007-11-26,20.4,20.5,19.290001,19.549999,18.430593,1807500,Spain,1,36
545,545,545,545,545,545,545,2007-11-27,19.809999,20.129999,18.75,19.51,18.392885,4106600,Spain,2,30
546,546,546,546,546,546,546,2007-11-28,19.969999,21.379999,19.5,20.969999,19.769291,3740900,France,7,39
547,547,547,547,547,547,547,2007-11-29,20.6,20.6,19.83,20.059999,18.911396,3034100,UAE,1,18
548,548,548,548,548,548,548,2007-11-30,20.6,21.440001,20.540001,20.77,19.580736,1968600,Algeria,1,47
549,549,549,549,549,549,549,2007-12-03,21.209999,21.209999,19.82,19.93,18.788837,2127800,France,10,7
550,550,550,550,550,550,550,2007-12-04,19.469999,20.0,19.1,19.620001,18.496582,1668900,UAE,4,33
551,551,551,551,551,551,551,2007-12-05,19.48,19.48,17.860001,18.040001,17.007057,4279900,Morroco,5,20
552,552,552,552,552,552,552,2007-12-06,18.07,18.629999,17.34,17.540001,16.535686,4347400,Brazil,9,44
553,553,553,553,553,553,553,2007-12-07,17.889999,18.76,17.67,18.25,17.20503,4408200,UAE,6,6
554,554,554,554,554,554,554,2007-12-10,18.25,18.9,17.67,18.76,17.685827,2132900,Brazil,1,18
555,555,555,555,555,555,555,2007-12-11,18.559999,18.559999,17.49,17.59,16.582825,3183000,UAE,3,10
556,556,556,556,556,556,556,2007-12-12,18.200001,18.200001,15.07,15.31,14.433373,7912000,UAE,10,47
557,557,557,557,557,557,557,2007-12-13,15.48,16.15,14.62,15.74,14.838752,5885800,Algeria,1,22
558,558,558,558,558,558,558,2007-12-14,15.79,16.719999,15.33,15.66,14.76333,3558300,USA,10,26
559,559,559,559,559,559,559,2007-12-17,15.42,15.92,14.68,14.76,13.914865,3381700,UAE,7,44
560,560,560,560,560,560,560,2007-12-18,14.85,15.08,14.41,14.81,13.962001,3525000,France,4,30
561,561,561,561,561,561,561,2007-12-19,14.85,15.46,14.53,15.44,14.555928,2912800,France,6,4
562,562,562,562,562,562,562,2007-12-20,15.22,15.75,15.15,15.5,14.612494,3233800,USA,1,41
563,563,563,563,563,563,563,2007-12-21,15.5,15.62,14.69,15.4,14.518216,2328800,Morroco,6,15
564,564,564,564,564,564,564,2007-12-24,15.16,16.09,15.16,15.98,15.065011,885000,Uk,10,19
565,565,565,565,565,565,565,2007-12-26,15.98,15.98,15.22,15.72,14.819897,1435400,Germany,7,25
566,566,566,566,566,566,566,2007-12-27,15.43,15.62,15.08,15.18,14.310815,1473200,Germany,8,16
567,567,567,567,567,567,567,2007-12-28,15.27,15.38,14.63,14.71,13.867726,1215000,Spain,9,15
568,568,568,568,568,568,568,2007-12-31,14.85,15.0,14.55,14.71,13.867726,2687900,Spain,9,39
569,569,569,569,569,569,569,2008-01-02,14.55,14.58,13.25,13.32,12.557317,3908000,Uk,5,39
570,570,570,570,570,570,570,2008-01-03,13.3,13.62,12.65,12.72,11.991673,4739200,France,9,6
571,571,571,571,571,571,571,2008-01-04,12.7,12.7,11.95,12.41,11.699422,4828000,Germany,7,8
572,572,572,572,572,572,572,2008-01-07,12.4,12.93,12.06,12.23,11.529726,4456000,Germany,3,40
573,573,573,573,573,573,573,2008-01-08,12.22,12.25,10.96,11.01,10.379583,5240600,USA,5,36
574,574,574,574,574,574,574,2008-01-09,11.21,11.57,10.18,10.89,10.266456,8615200,Germany,8,5
575,575,575,575,575,575,575,2008-01-10,11.24,12.98,10.95,12.55,11.831407,8872300,Uk,7,1
576,576,576,576,576,576,576,2008-01-11,12.61,12.76,11.79,11.89,11.209196,4810000,Algeria,1,5
577,577,577,577,577,577,577,2008-01-14,12.07,12.38,11.53,12.04,11.350606,2773200,Brazil,5,8
578,578,578,578,578,578,578,2008-01-15,11.85,12.64,11.75,12.51,11.793694,6321800,France,5,6
579,579,579,579,579,579,579,2008-01-16,12.25,12.83,11.33,12.54,11.821978,5472700,Algeria,1,37
580,580,580,580,580,580,580,2008-01-17,12.64,13.3,12.13,12.51,11.793694,5455900,Brazil,2,16
581,581,581,581,581,581,581,2008-01-18,12.35,13.14,12.35,12.92,12.180218,3806100,Germany,3,6
582,582,582,582,582,582,582,2008-01-22,12.26,12.92,11.61,12.02,11.331754,4828200,Germany,8,19
583,583,583,583,583,583,583,2008-01-23,12.04,13.42,11.75,13.14,12.387622,4990600,UAE,10,17
584,584,584,584,584,584,584,2008-01-24,12.63,13.36,12.45,12.66,11.935107,4029700,Brazil,2,20
585,585,585,585,585,585,585,2008-01-25,12.66,13.08,11.99,12.29,11.58629,3234600,Morroco,10,25
586,586,586,586,586,586,586,2008-01-28,12.39,13.42,12.2,13.33,12.566743,3963200,Uk,2,35
587,587,587,587,587,587,587,2008-01-29,13.16,13.58,12.82,13.1,12.349913,2689100,Uk,3,13
588,588,588,588,588,588,588,2008-01-30,12.98,13.69,12.91,13.38,12.613881,3929000,Spain,2,9
589,589,589,589,589,589,589,2008-01-31,13.36,14.08,13.2,13.84,13.047542,3266700,UAE,3,28
590,590,590,590,590,590,590,2008-02-01,13.98,15.55,13.4,15.39,14.508792,6763300,France,4,19
591,591,591,591,591,591,591,2008-02-04,15.59,16.0,14.37,14.46,13.632042,3820700,France,9,49
592,592,592,592,592,592,592,2008-02-05,14.31,14.99,13.6,14.55,13.71689,3154400,USA,8,38
593,593,593,593,593,593,593,2008-02-06,14.76,15.65,14.06,15.34,14.46165,5329200,Algeria,7,47
594,594,594,594,594,594,594,2008-02-07,15.74,16.440001,15.06,15.4,14.518216,5062200,Brazil,10,24
595,595,595,595,595,595,595,2008-02-08,15.41,15.48,14.53,15.17,14.301389,2820300,Morroco,3,16
596,596,596,596,596,596,596,2008-02-11,15.17,15.45,14.62,15.11,14.244823,2779500,Morroco,4,15
597,597,597,597,597,597,597,2008-02-12,15.29,15.49,14.72,14.9,14.046847,1818100,UAE,3,42
598,598,598,598,598,598,598,2008-02-13,15.14,15.4,14.94,15.32,14.442799,1235700,Uk,1,26
599,599,599,599,599,599,599,2008-02-14,15.09,15.25,13.95,14.04,13.236088,2378300,USA,8,1
600,600,600,600,600,600,600,2008-02-15,14.11,14.59,13.9,14.41,13.584905,2926200,France,8,22
601,601,601,601,601,601,601,2008-02-19,14.42,14.42,13.79,13.91,13.113533,2287200,Germany,3,6
602,602,602,602,602,602,602,2008-02-20,13.77,14.32,13.5,14.21,13.396357,2139400,France,8,17
603,603,603,603,603,603,603,2008-02-21,14.08,14.78,13.75,13.93,13.13239,1844300,UAE,4,9
604,604,604,604,604,604,604,2008-02-22,13.78,13.89,13.15,13.48,12.708154,1406700,Uk,6,28
605,605,605,605,605,605,605,2008-02-25,13.55,13.89,13.11,13.7,12.915559,1677200,Morroco,6,24
606,606,606,606,606,606,606,2008-02-26,13.6,14.1,13.54,13.89,13.09468,1589000,Germany,10,47
607,607,607,607,607,607,607,2008-02-27,13.76,13.89,13.46,13.8,13.009832,2170700,UAE,1,8
608,608,608,608,608,608,608,2008-02-28,13.56,13.7,13.03,13.15,12.397051,1615500,Uk,3,29
609,609,609,609,609,609,609,2008-02-29,12.81,13.02,12.4,12.4,11.689996,1824900,Uk,1,7
610,610,610,610,610,610,610,2008-03-03,12.19,12.26,11.69,11.99,11.303469,1797200,Morroco,1,49
611,611,611,611,611,611,611,2008-03-04,12.06,12.61,11.53,12.61,11.887969,2111500,Spain,5,16
612,612,612,612,612,612,612,2008-03-05,12.41,12.96,11.69,12.76,12.02938,2969400,Morroco,7,30
613,613,613,613,613,613,613,2008-03-06,12.73,12.73,11.4,11.56,10.898089,2435500,Algeria,5,24
614,614,614,614,614,614,614,2008-03-07,11.22,11.57,10.8,10.99,10.360727,2649000,Uk,2,38
615,615,615,615,615,615,615,2008-03-10,11.11,11.16,10.28,10.29,9.70081,2273600,Algeria,8,24
616,616,616,616,616,616,616,2008-03-11,10.02,10.98,9.58,9.98,9.40856,4335600,Morroco,6,47
617,617,617,617,617,617,617,2008-03-12,9.67,9.74,8.87,9.02,8.503529,5762600,USA,8,7
618,618,618,618,618,618,618,2008-03-13,8.95,9.11,8.2,8.76,8.258414,4647800,Algeria,5,29
619,619,619,619,619,619,619,2008-03-14,8.85,9.04,8.02,8.29,7.815327,4406200,Morroco,10,17
620,620,620,620,620,620,620,2008-03-17,8.0,8.17,7.25,7.45,7.023424,5400200,Algeria,1,50
621,621,621,621,621,621,621,2008-03-18,7.69,8.13,7.24,7.98,7.523077,4755800,Spain,1,41
622,622,622,622,622,622,622,2008-03-19,8.13,8.86,8.07,8.43,7.947311,4468800,Algeria,4,39
623,623,623,623,623,623,623,2008-03-20,8.25,8.95,8.16,8.73,8.230133,4305700,France,8,32
624,624,624,624,624,624,624,2008-03-24,8.91,9.28,8.61,9.1,8.578948,2842500,Morroco,10,46
625,625,625,625,625,625,625,2008-03-25,9.2,9.33,8.73,9.12,8.597802,2034100,Uk,3,45
626,626,626,626,626,626,626,2008-03-26,9.01,9.1,8.35,8.53,8.041584,1912700,Germany,3,12
627,627,627,627,627,627,627,2008-03-27,8.5,8.5,8.09,8.2,7.73048,3931100,Germany,8,16
628,628,628,628,628,628,628,2008-03-28,8.5,8.92,8.06,8.57,8.079292,4160300,Uk,10,24
629,629,629,629,629,629,629,2008-03-31,8.48,9.03,8.33,8.91,8.399828,3180500,USA,10,18
630,630,630,630,630,630,630,2008-04-01,9.2,9.81,9.2,9.63,9.0786,2736300,Spain,7,18
631,631,631,631,631,631,631,2008-04-02,9.74,9.74,9.09,9.17,8.644941,2020100,France,4,33
632,632,632,632,632,632,632,2008-04-03,9.11,9.47,8.88,9.25,8.720363,2304400,France,5,19
633,633,633,633,633,633,633,2008-04-04,9.25,9.75,8.99,9.43,8.890053,2564600,Brazil,4,2
634,634,634,634,634,634,634,2008-04-07,9.57,9.72,9.27,9.62,9.069173,2990600,USA,6,45
635,635,635,635,635,635,635,2008-04-08,9.52,9.94,9.45,9.87,9.304858,1568300,Uk,3,46
636,636,636,636,636,636,636,2008-04-09,9.68,9.91,8.73,8.84,8.333833,3894800,Brazil,9,31
637,637,637,637,637,637,637,2008-04-10,8.8,9.25,8.8,9.16,8.63551,2832800,France,4,32
638,638,638,638,638,638,638,2008-04-11,9.12,9.45,8.6,8.81,8.305554,3038600,Uk,2,39
639,639,639,639,639,639,639,2008-04-14,8.89,9.03,8.58,8.74,8.239561,1851500,Spain,6,19
640,640,640,640,640,640,640,2008-04-15,8.97,9.13,8.04,8.15,7.683343,3380300,Spain,10,37
641,641,641,641,641,641,641,2008-04-16,8.18,8.46,7.72,8.05,7.589068,3709500,UAE,5,7
642,642,642,642,642,642,642,2008-04-17,7.97,8.01,7.73,7.87,7.419376,2118600,Germany,1,39
643,643,643,643,643,643,643,2008-04-18,8.09,8.24,7.94,8.03,7.570214,1407800,Uk,1,46
644,644,644,644,644,644,644,2008-04-21,8.11,8.11,7.69,7.83,7.381665,1386600,Uk,9,44
645,645,645,645,645,645,645,2008-04-22,7.71,7.8,6.75,6.84,6.448352,5169300,France,7,3
646,646,646,646,646,646,646,2008-04-23,7.01,7.01,6.1,6.25,5.892135,5488400,Algeria,4,43
647,647,647,647,647,647,647,2008-04-24,6.34,7.35,6.31,7.06,6.655755,4347900,Spain,7,17
648,648,648,648,648,648,648,2008-04-25,7.16,8.4,6.58,7.16,6.750029,4706300,Morroco,7,26
649,649,649,649,649,649,649,2008-04-28,7.32,8.71,7.06,8.62,8.126431,10337300,Spain,4,5
650,650,650,650,650,650,650,2008-04-29,8.58,9.19,8.1,8.96,8.446964,6083500,France,3,30
651,651,651,651,651,651,651,2008-04-30,8.93,9.27,8.42,8.59,8.098149,4075200,USA,3,49
652,652,652,652,652,652,652,2008-05-01,8.65,9.62,8.65,9.35,8.814631,4227400,USA,2,13
653,653,653,653,653,653,653,2008-05-02,9.5,9.61,8.5,8.72,8.220705,3663000,Brazil,2,15
654,654,654,654,654,654,654,2008-05-05,8.68,8.82,8.18,8.32,7.843608,3155900,Spain,2,19
655,655,655,655,655,655,655,2008-05-06,8.2,8.2,7.61,8.03,7.570214,3744400,France,5,32
656,656,656,656,656,656,656,2008-05-07,7.99,8.31,7.25,7.34,6.919724,4856700,Spain,10,28
657,657,657,657,657,657,657,2008-05-08,7.23,7.5,7.0,7.04,6.6369,4577500,Brazil,4,50
658,658,658,658,658,658,658,2008-05-09,6.88,7.28,6.8,7.08,6.674609,3231600,Algeria,10,48
659,659,659,659,659,659,659,2008-05-12,7.32,7.5,6.99,6.99,6.589762,3271600,Brazil,9,27
660,660,660,660,660,660,660,2008-05-13,7.03,7.38,6.94,6.98,6.580335,4164400,Germany,3,5
661,661,661,661,661,661,661,2008-05-14,7.12,7.43,7.12,7.25,6.834877,2956900,Spain,10,18
662,662,662,662,662,662,662,2008-05-15,7.08,7.7,7.0,7.62,7.18369,3744800,Morroco,10,37
663,663,663,663,663,663,663,2008-05-16,7.5,8.01,7.31,7.8,7.353384,5686300,Germany,1,24
664,664,664,664,664,664,664,2008-05-19,7.8,7.95,7.17,7.31,6.89144,2646700,Germany,8,36
665,665,665,665,665,665,665,2008-05-20,7.08,7.15,6.8,6.87,6.476633,2803500,Uk,2,39
666,666,666,666,666,666,666,2008-05-21,6.76,6.81,5.28,5.35,5.043667,9640900,France,2,50
667,667,667,667,667,667,667,2008-05-22,5.57,5.79,5.14,5.22,4.921111,6755800,UAE,9,45
668,668,668,668,668,668,668,2008-05-23,4.83,4.9,4.18,4.18,3.94066,13380100,Germany,3,25
669,669,669,669,669,669,669,2008-05-27,4.44,4.52,4.15,4.44,4.185772,7037600,France,4,18
670,670,670,670,670,670,670,2008-05-28,4.62,4.69,4.06,4.08,3.846385,6278600,Algeria,4,1
671,671,671,671,671,671,671,2008-05-29,4.22,4.48,4.1,4.32,4.072644,8860800,Morroco,9,44
672,672,672,672,672,672,672,2008-05-30,4.25,4.25,3.96,3.96,3.733256,7895200,Algeria,9,12
673,673,673,673,673,673,673,2008-06-02,4.03,4.07,3.63,3.76,3.544707,5539600,Morroco,9,7
674,674,674,674,674,674,674,2008-06-03,3.91,4.1,3.7,4.06,3.82753,6130500,USA,3,10
675,675,675,675,675,675,675,2008-06-04,4.06,4.35,4.02,4.19,3.950087,10177000,USA,10,18
676,676,676,676,676,676,676,2008-06-05,4.3,4.77,4.25,4.42,4.166916,9515100,Algeria,10,8
677,677,677,677,677,677,677,2008-06-06,4.14,4.22,3.9,4.12,3.884094,5737500,France,7,20
678,678,678,678,678,678,678,2008-06-09,4.25,4.27,3.83,3.92,3.695547,4020100,Spain,1,26
679,679,679,679,679,679,679,2008-06-10,3.92,3.96,3.73,3.78,3.563563,4969100,Brazil,2,44
680,680,680,680,680,680,680,2008-06-11,3.74,3.77,3.11,3.2,3.016773,8430900,Brazil,7,23
681,681,681,681,681,681,681,2008-06-12,3.37,3.45,2.39,2.69,2.535975,18284400,UAE,4,20
682,682,682,682,682,682,682,2008-06-13,3.09,3.24,2.86,2.86,2.69624,13690700,France,5,45
683,683,683,683,683,683,683,2008-06-16,2.85,3.18,2.75,3.11,2.931926,12889700,USA,6,6
684,684,684,684,684,684,684,2008-06-17,3.24,3.38,3.16,3.26,3.073338,10125000,USA,8,13
685,685,685,685,685,685,685,2008-06-18,3.2,3.2,2.86,3.01,2.837651,8059400,Brazil,9,33
686,686,686,686,686,686,686,2008-06-19,3.0,3.55,2.93,3.54,3.337305,10168900,Uk,2,32
687,687,687,687,687,687,687,2008-06-20,3.27,3.37,2.9,3.15,2.969636,10770700,UAE,9,25
688,688,688,688,688,688,688,2008-06-23,3.24,3.25,2.52,2.54,2.394564,16097400,Brazil,5,13
689,689,689,689,689,689,689,2008-06-24,2.59,2.64,2.32,2.44,2.300289,17021900,Algeria,7,5
690,690,690,690,690,690,690,2008-06-25,2.5,2.88,2.49,2.58,2.432273,13819900,UAE,10,27
691,691,691,691,691,691,691,2008-06-26,2.49,2.58,2.39,2.45,2.309717,8434900,Uk,10,23
692,692,692,692,692,692,692,2008-06-27,2.45,2.52,2.3,2.45,2.309717,11535900,USA,6,2
693,693,693,693,693,693,693,2008-06-30,2.43,2.65,2.35,2.5,2.356854,6761300,UAE,6,43
694,694,694,694,694,694,694,2008-07-01,2.46,2.49,2.27,2.41,2.272007,6486300,Morroco,4,12
695,695,695,695,695,695,695,2008-07-02,2.45,2.57,2.33,2.37,2.234298,6159300,Spain,4,11
696,696,696,696,696,696,696,2008-07-03,2.46,2.49,2.29,2.4,2.26258,4208100,Uk,6,42
697,697,697,697,697,697,697,2008-07-07,2.59,2.69,2.37,2.47,2.328571,7995800,France,9,42
698,698,698,698,698,698,698,2008-07-08,2.65,2.81,2.58,2.7,2.545402,13952400,Uk,7,13
699,699,699,699,699,699,699,2008-07-09,2.7,2.8,2.51,2.61,2.460555,8536000,Uk,10,49
700,700,700,700,700,700,700,2008-07-10,2.65,2.65,2.37,2.42,2.281435,6491200,UAE,4,27
701,701,701,701,701,701,701,2008-07-11,2.31,2.34,2.13,2.18,2.055176,9700400,France,8,33
702,702,702,702,702,702,702,2008-07-14,2.29,2.29,1.88,1.91,1.800636,7883800,Morroco,7,32
703,703,703,703,703,703,703,2008-07-15,1.81,2.03,1.45,1.76,1.659225,13186100,Morroco,2,27
704,704,704,704,704,704,704,2008-07-16,1.84,2.24,1.76,2.24,2.111741,13133900,UAE,1,38
705,705,705,705,705,705,705,2008-07-17,2.35,2.75,2.24,2.53,2.385136,19928600,USA,7,22
706,706,706,706,706,706,706,2008-07-18,2.6,2.9,2.43,2.87,2.705668,10944800,Spain,4,8
707,707,707,707,707,707,707,2008-07-21,2.86,2.96,2.63,2.69,2.535975,7491500,France,7,41
708,708,708,708,708,708,708,2008-07-22,2.94,4.54,2.8,4.27,4.025506,31704400,USA,5,38
709,709,709,709,709,709,709,2008-07-23,4.75,5.24,4.18,5.06,4.770273,30803000,UAE,3,20
710,710,710,710,710,710,710,2008-07-24,4.64,5.05,4.35,4.52,4.261192,17780600,Brazil,2,10
711,711,711,711,711,711,711,2008-07-25,4.75,5.18,4.4,4.54,4.280046,14067500,Morroco,10,25
712,712,712,712,712,712,712,2008-07-28,4.28,4.78,4.1,4.17,3.931232,7590100,USA,6,38
713,713,713,713,713,713,713,2008-07-29,4.37,5.08,4.2,4.85,4.572296,14944400,Algeria,8,37
714,714,714,714,714,714,714,2008-07-30,5.21,5.8,4.57,4.87,4.591149,22297800,USA,1,15
715,715,715,715,715,715,715,2008-07-31,5.0,5.38,4.9,5.06,4.770273,10848300,Uk,10,40
716,716,716,716,716,716,716,2008-08-01,5.3,5.47,4.68,5.16,4.864546,10331000,USA,2,16
717,717,717,717,717,717,717,2008-08-04,5.26,5.85,5.08,5.68,5.354772,13192700,Spain,7,10
718,718,718,718,718,718,718,2008-08-05,6.06,6.85,5.88,6.7,6.316368,19292600,Morroco,9,4
719,719,719,719,719,719,719,2008-08-06,6.56,7.18,6.2,6.66,6.278658,17105000,UAE,3,23
720,720,720,720,720,720,720,2008-08-07,6.28,6.96,6.06,6.77,6.382359,13831700,USA,1,26
721,721,721,721,721,721,721,2008-08-08,7.2,8.05,7.18,7.96,7.504223,16751100,UAE,9,27
722,722,722,722,722,722,722,2008-08-11,7.88,9.79,7.7,8.39,7.909599,35327500,Morroco,7,8
723,723,723,723,723,723,723,2008-08-12,8.8,9.58,8.75,9.39,8.852344,25685200,Germany,10,10
724,724,724,724,724,724,724,2008-08-13,9.3,9.43,8.27,9.11,8.588375,27745800,UAE,9,32
725,725,725,725,725,725,725,2008-08-14,9.38,9.74,8.55,8.86,8.352689,28734200,USA,1,27
726,726,726,726,726,726,726,2008-08-15,9.2,9.28,8.79,9.02,8.503529,18547400,USA,3,47
727,727,727,727,727,727,727,2008-08-18,8.85,9.34,8.37,8.99,8.475245,10298500,Morroco,9,2
